"id","projeto_id","descricao","arquivo","horario"
179,882,"<p>https://goiasgovbr-my.sharepoint.com/:x:/g/personal/angela_barbosa_goias_gov_br/IQCg2EYXvc45QI2qKbC7vNuSAYCIJbzQ6GwnxVc4mv8pXsM?e=8Blufr</p>",NULL,"2025-12-12 11:30:27.200571"
181,511,"","b928f0d8-eaf9-11f0-b71c-0242ac11000f_sep_Impacto_para_Habilitacao_UNACON_CACON_1.xlsx","2026-01-06 09:17:52.374615"
182,511,"","c4d5baba-eaf9-11f0-b9ae-0242ac11000f_sep_SEI_81681757_Despacho_137.pdf","2026-01-06 09:18:12.098131"
183,749,"","ce977dd0-eaff-11f0-a8b0-0242ac11000f_sep_Tabela_Procedimentos_de_CAPS_ATUALIZADA_.pdf","2026-01-06 10:01:25.274586"
184,749,"","02c80d18-eb00-11f0-adae-0242ac11000f_sep_AAA_PROJETO_TECNICO_RAPS_GOIAS_REGRAS_NEGOCIO_FINAL.docx","2026-01-06 10:02:52.830607"
185,749,"","0e86a754-eb00-11f0-a1d2-0242ac11000f_sep_MONITORAMENTO_COFI_RAPS___ADIANTAMENTO.xlsx","2026-01-06 10:03:12.566678"
186,749,"","16b23560-eb00-11f0-840f-0242ac11000f_sep_PLANILHA_SONIA_analisada_07_02_25.xlsx","2026-01-06 10:03:26.227431"
187,749,"","256ebc54-eb00-11f0-80ad-0242ac11000f_sep_Resolucao_n__048_2024_Cofinanciamento_RAPS.pdf","2026-01-06 10:03:50.935279"
188,749,"","2e040856-eb00-11f0-8dce-0242ac11000f_sep_Tabela_Procedimentos_de_CAPS_ATUALIZADA_.pdf","2026-01-06 10:04:05.328374"
189,888,"","0a348aa8-ec87-11f0-8abf-0242ac11000f_sep_Paineis_Procempa.pdf","2026-01-08 08:41:58.471163"
190,888,"","15106578-ec87-11f0-b955-0242ac11000f_sep_SEI_83806193_Oficio_92475.pdf","2026-01-08 08:42:16.680865"
192,888,"<p>Indicadores e link das fichas</p>","57f96d20-f174-11f0-b226-0242ac11000f_sep_SEI_84816384_Despacho_19_1.pdf","2026-01-14 15:10:44.361007"
193,924,"","e8334be2-f62c-11f0-807a-0242ac11000f_sep_PAINEL_DE_CONTROLE.pdf","2026-01-20 15:21:58.344695"
194,924,"","f258f298-f62c-11f0-abce-0242ac11000f_sep_SEI_83322993_Oficio_89945_1.pdf","2026-01-20 15:22:15.385776"
195,891,"","93be649c-f62d-11f0-bd5d-0242ac11000f_sep_SEI_83429781_Solicitacao_de_Demandas_para_a_SUTIS___SES_1.pdf","2026-01-20 15:26:46.140605"
196,754,"<p>Planilha atualizada da aba Atendimentos do Painel da popula&ccedil;&atilde;o Imigrante - Atendimento - 360</p>","0bb84050-fb81-11f0-8507-0242ac11000f_sep_Planilha_Indicadores_Imigrantes_-_Atendimentos.xlsx","2026-01-27 10:06:51.469475"
197,754,"<p>Atualiza&ccedil;&atilde;o da planilha Imigrantes - Atendimentos para melhor compreens&atilde;o do c&aacute;lculo da porcentagem</p>","1aa80fb6-0359-11f1-9698-0242ac11000f_sep_Planilha_dos_Indicadores_para_Helo_06_02_26.xlsx","2026-02-06 09:41:06.085863"
198,754,"<p>Atualiza&ccedil;&atilde;o da planilha Imigrantes - Atendimentos para melhor compreens&atilde;o do c&aacute;lculo da porcentagem</p>","21bfb0e2-0359-11f1-a726-0242ac11000f_sep_Planilha_dos_Indicadores_para_Helo_06_02_26.xlsx","2026-02-06 09:41:18.090439"
199,960,"","9974c962-0d98-11f1-a46e-0242ac110012_sep_SEI_85619850_Solicitacao_de_Demandas_para_a_SUTIS___SES_1.pdf","2026-02-19 10:40:48.615279"
200,100,"","0506f92e-1349-11f1-82af-0242ac110012_sep_SEI_86420532_Solicitacao_de_Demandas_para_a_SUTIS___SES_1.pdf","2026-02-26 16:26:16.324638"
201,100,"","0ef6962e-1349-11f1-bab9-0242ac110012_sep_SEI_86407561_Oficio_10768.pdf","2026-02-26 16:26:33.007067"
202,891,"","d813f844-197f-11f1-8efb-0242ac110012_sep_PROJETO_PLATAFORMA_360_-_VIOLENCIA_REVISADO_FATIMA.docx","2026-03-06 14:13:50.21912"
204,891,"","0efa1654-1980-11f1-a20c-0242ac110012_sep_INDICADOR_NUMERO_MUNICIPIOS_NOTIFICANTES.docx","2026-03-06 14:15:22.33021"
206,891,"","dd17c636-1c63-11f1-9ee9-0242ac110012_sep_Violencias_Planilha_colocada_no_munka_09_03_26.xlsx","2026-03-10 06:31:06.288694"
207,100,"","a5c938da-1c6e-11f1-8f15-0242ac110012_sep_Planilha_metas_PES_2026DOMI.csv","2026-03-10 07:48:17.890013"
208,878,"","5f7570a0-1c74-11f1-8bbf-0242ac110012_sep_Planilha_metas_PES_2026_GRUPO_1_para_as_meninas.xls","2026-03-10 08:29:16.889445"
211,967,"","410c070a-1d73-11f1-84ab-0242ac110012_sep_SEI_86908213_Despacho_122_1.pdf","2026-03-11 14:53:47.520289"
212,967,"","541d05d8-1d73-11f1-a21f-0242ac110012_sep_SEI_87380270_Despacho_773.pdf","2026-03-11 14:54:19.516086"
213,969,"","0ffece9c-278f-11f1-ac42-0242ac110012_sep_SEI_88038581_Oficio_Circular_392.pdf","2026-03-24 11:38:02.805331"
214,972,"","5ee1447c-2929-11f1-ad9a-0242ac110012_sep_SEI_87907158_Oficio_19951.pdf","2026-03-26 12:35:08.780658"
215,790,"","3bd512ac-2d06-11f1-ac55-0242ac110012_sep_Nota_Metodologica_C7_-_Cuidado_da_mulher_na_prevencao_do_cancer.pdf","2026-03-31 10:33:42.25847"
216,790,"","4216b742-2d06-11f1-a049-0242ac110012_sep_Nota_Metodologica_C6_-_Cuidado_da_pessoa_idosa.pdf","2026-03-31 10:33:52.745386"
217,790,"","4943fc64-2d06-11f1-934d-0242ac110012_sep_Nota_Metodologica_C5_-_Cuidado_da_pessoa_com_hipertensao.pdf","2026-03-31 10:34:04.792248"
218,790,"","4f27cbf6-2d06-11f1-a049-0242ac110012_sep_Nota_Metodologica_C4_-_Cuidado_da_pessoa_com_diabetes.pdf","2026-03-31 10:34:14.680226"
219,790,"","58bd972c-2d06-11f1-b326-0242ac110012_sep_Nota_Metodologica_C3_-_Cuidado_na_gestacao_e_puerperio.pdf","2026-03-31 10:34:30.757542"
220,790,"","6113e480-2d06-11f1-97ed-0242ac110012_sep_Nota_Metodologica_C1_-_Mais_acesso.pdf","2026-03-31 10:34:44.751692"
221,790,"","6b2204a2-2d06-11f1-ad91-0242ac110012_sep_nota-tecnica-no-30-2025-cgesco-desco-saps-ms.pdf","2026-03-31 10:35:01.604979"
222,790,"","774bac38-2d06-11f1-aa0e-0242ac110012_sep_Nota_Metodologica_C2_-_Cuidado_no_desenvolvimento_infantil.pdf","2026-03-31 10:35:22.011866"
223,511,"","a06f6002-3416-11f1-ba35-0242ac110012_sep_Anexo_ao_despacho_19.docx","2026-04-09 10:18:41.85467"
224,511,"","a712a9f0-3416-11f1-8a18-0242ac110012_sep_Anexo_ao_despacho_19.docx","2026-04-09 10:18:52.867921"
225,977,"","bd2e5238-380e-11f1-ba01-0242ac110012_sep_SEI_87941016_Oficio_20207.pdf","2026-04-14 11:32:18.090264"
226,977,"","412e6bfc-3a8c-11f1-8489-0242ac110010_sep_NIR_DIGITAL_2.xls","2026-04-17 15:35:48.907805"
227,668,"","3f62eaa0-3ef6-11f1-9ce5-0242ac110010_sep_Dados_de_vacinacao_15042026.xlsx","2026-04-23 06:24:37.202768"
228,969,"<p><a href=""https://guia-indicadores.saude.go.gov.br/index#indicador-736"">https://guia-indicadores.saude.go.gov.br/index#indicador-736</a></p>
<p>link da ficha de qualifica&ccedil;&atilde;o</p>",NULL,"2026-04-24 11:34:42.904378"
229,982,"","8c75384c-424e-11f1-8f56-0242ac110010_sep_SEI_89315459_Solicitacao_de_Demandas_para_a_SUTIS___SES_1.pdf","2026-04-27 12:34:15.755913"
230,982,"","96c0b2e0-424e-11f1-8dd1-0242ac110010_sep_SEI_89317154_Despacho_1073.pdf","2026-04-27 12:34:33.03589"
231,891,"","64d788ce-4e26-11f1-a2f9-0242ac110010_sep_SEI_90122632_Despacho_146.pdf","2026-05-12 14:17:03.312641"
232,891,"","757caf24-4e26-11f1-87c6-0242ac110010_sep_INDICADORES_VIGILANCIA_DE_VIOLENCIA.pdf","2026-05-12 14:17:31.233859"
233,891,"","de1d19a8-4ed8-11f1-900a-0242ac110010_sep_TEXTO_INDICADORES_VIGILANCIA_DE_VIOLENCIA.pdf","2026-05-13 11:34:37.185508"
234,891,"","dfc4065e-4ed8-11f1-82e8-0242ac110010_sep_TEXTO_INDICADORES_VIGILANCIA_DE_VIOLENCIA.pdf","2026-05-13 11:34:39.990249"
235,989,"","1f55b094-5067-11f1-87c6-0242ac110010_sep_SEI_89373663_Oficio_29249.pdf","2026-05-15 11:05:26.352974"
236,989,"","2b2fdf7a-5067-11f1-958b-0242ac110010_sep_SEI_89375917_Solicitacao_de_Demandas_para_a_SUTIS___SES_2.pdf","2026-05-15 11:05:46.19148"
237,989,"","43b874b2-5067-11f1-90b5-0242ac110010_sep_PESQUISA_DE_SATISFACAO_DAS_UNDIADES_ESTADUAIS_DE_SAUDE___MODELO.pdf","2026-05-15 11:06:27.342954"
238,989,"","49e6c8b6-5067-11f1-bef5-0242ac110010_sep_LISTA_DOS_INDICADORES_E_COLUNAS_CORRESPONDENTES_NO_METABASE.pdf","2026-05-15 11:06:37.711064"
239,989,"","54346e86-5067-11f1-b9e2-0242ac110010_sep_SUGESTAO__RECLAMACAO_OU_ELOGIO___PLN__5_.pdf","2026-05-15 11:06:55.034138"
240,989,"","5bf2e620-5067-11f1-b375-0242ac110010_sep_proposta.pdf","2026-05-15 11:07:08.070149"
241,990,"","81340b1a-52c1-11f1-80a5-0242ac110010_sep_SEI_89597550_Oficio_30643.pdf","2026-05-18 10:57:27.530184"
242,891,"","23fa3b26-553d-11f1-836c-0242ac110010_sep_Violencias_Planilha_atualizada_colocada_no_munka_21_05_26.xlsx","2026-05-21 14:47:31.061736"
243,276,"","69b931d2-59d7-11f1-b90c-0242ac110010_sep_RELATORIO_Ind_Painel_S_Trabalhador_07_05_26.docx","2026-05-27 11:21:55.249922"
244,967,"","3fe18d74-5dc3-11f1-8444-0242ac110010_sep_SEI_89312290_Despacho_253.pdf","2026-06-01 11:07:39.734244"
